Density,Viscosity,Oil Saturation,Net Thickness,Permeability,Depth,EOR Process,,,,,,,,,,,
13,139,79,1,48,2617,4,,,,,,,,,,,
27,154,12,1,30,2578,4,,,,,,,,,,,
14,170,71,2,37,2618,4,,,,,,,,,,,
28,158,66,1,46,2683,4,,,,,,,,,,,
21,164,55,3,38,2458,4,,,,,,,,,,,
22,188,53,1,21,2693,4,,,,,,,,,,,
34,141,78,1,42,2402,4,,,,,,,,,,,
28,146,19,2,42,2393,4,,,,,,,,,,,
20,165,76,1,23,2671,4,,,,,,,,,,,
33,157,41,2,48,2165,4,,,,,,,,,,,
33,157,13,1,27,2418,4,,,,,,,,,,,
20,191,36,3,48,2403,4,,,,,,,,,,,
15,175,35,3,36,2282,4,,,,,,,,,,,
21,154,48,3,43,2043,4,,,,,,,,,,,
35,131,40,1,44,2474,4,,,,,,,,,,,
35,171,35,1,22,2398,4,,,,,,,,,,,
15,160,10,3,33,2552,4,,,,,,,,,,,
24,192,14,2,49,2233,4,,,,,,,,,,,
21,198,22,1,50,2359,4,,,,,,,,,,,
16,161,12,3,49,2008,4,,,,,,,,,,,
14,198,46,2,47,2354,4,,,,,,,,,,,
23,195,57,3,34,2478,4,,,,,,,,,,,
14,146,74,2,20,2341,4,,,,,,,,,,,
15,176,32,2,34,2375,4,,,,,,,,,,,
20,148,34,3,20,2119,4,,,,,,,,,,,
33,178,40,3,25,2081,4,,,,,,,,,,,
34,184,58,3,37,2419,4,,,,,,,,,,,
32,129,41,1,48,2470,4,,,,,,,,,,,
28,125,46,2,28,2693,4,,,,,,,,,,,
33,169,64,2,40,2241,4,,,,,,,,,,,
14,143,30,1,39,2418,4,,,,,,,,,,,
19,198,55,3,44,2356,4,,,,,,,,,,,
35,125,22,3,41,2337,4,,,,,,,,,,,
25,149,72,3,28,2005,4,,,,,,,,,,,
31,194,12,3,33,2233,4,,,,,,,,,,,
13,196,29,2,21,2488,4,,,,,,,,,,,
35,182,16,2,21,2462,4,,,,,,,,,,,
18,139,80,1,36,2046,4,,,,,,,,,,,
23,157,45,2,26,2546,4,,,,,,,,,,,
21,132,30,3,33,2037,4,,,,,,,,,,,
23,132,43,2,23,2436,4,,,,,,,,,,,
24,140,17,3,34,2482,4,,,,,,,,,,,
30,163,28,3,50,2028,4,,,,,,,,,,,
22,159,72,1,41,2028,4,,,,,,,,,,,
18,142,36,3,31,2285,4,,,,,,,,,,,
22,173,72,3,42,2029,4,,,,,,,,,,,
13,174,58,1,35,2151,4,,,,,,,,,,,
24,192,14,2,31,2510,4,,,,,,,,,,,
23,141,49,1,47,2209,4,,,,,,,,,,,
13,183,56,3,20,2615,4,,,,,,,,,,,
34,197,50,3,41,2538,4,,,,,,,,,,,
29,147,64,1,48,2308,4,,,,,,,,,,,
28,189,38,2,31,2491,4,,,,,,,,,,,
35,199,27,2,39,2603,4,,,,,,,,,,,
24,146,18,2,30,2496,4,,,,,,,,,,,
30,140,37,2,20,2621,4,,,,,,,,,,,
31,137,52,1,49,2562,4,,,,,,,,,,,
14,183,77,2,29,2689,4,,,,,,,,,,,
31,138,10,3,38,2598,4,,,,,,,,,,,
16,166,47,2,32,2608,4,,,,,,,,,,,
28,192,39,2,21,2321,4,,,,,,,,,,,
26,188,27,1,27,2592,4,,,,,,,,,,,
31,167,63,2,22,2055,4,,,,,,,,,,,
34,185,61,2,41,2062,4,,,,,,,,,,,
25,161,57,3,31,2361,4,,,,,,,,,,,
24,130,38,1,23,2462,4,,,,,,,,,,,
20,176,23,3,27,2420,4,,,,,,,,,,,
14,192,22,1,27,2067,4,,,,,,,,,,,
16,126,68,3,36,2351,4,,,,,,,,,,,
16,152,26,1,24,2246,4,,,,,,,,,,,
28,197,60,1,50,2560,4,,,,,,,,,,,
30,151,23,3,22,2595,4,,,,,,,,,,,
19,151,11,2,23,2236,4,,,,,,,,,,,
28,194,10,2,28,2007,4,,,,,,,,,,,
16,200,10,1,29,2496,4,,,,,,,,,,,
25,151,33,3,24,2010,4,,,,,,,,,,,
29,178,19,3,29,2507,4,,,,,,,,,,,
31,185,18,3,23,2475,4,,,,,,,,,,,
15,156,69,2,46,2219,4,,,,,,,,,,,
27,189,68,3,43,2004,4,,,,,,,,,,,
27,155,17,2,33,2515,4,,,,,,,,,,,
20,167,25,1,42,2424,4,,,,,,,,,,,
29,149,35,3,32,2022,4,,,,,,,,,,,
16,193,32,3,30,2497,4,,,,,,,,,,,
31,170,34,1,36,2196,4,,,,,,,,,,,
32,129,63,1,48,2109,4,,,,,,,,,,,
21,164,13,2,34,2305,4,,,,,,,,,,,
20,145,55,3,46,2303,4,,,,,,,,,,,
31,200,63,2,42,2553,4,,,,,,,,,,,
16,144,28,2,42,2432,4,,,,,,,,,,,
21,155,25,1,38,2577,4,,,,,,,,,,,
35,133,13,1,27,2624,4,,,,,,,,,,,
21,137,21,1,21,2525,4,,,,,,,,,,,
34,159,40,2,34,2310,4,,,,,,,,,,,
20,126,37,1,28,2236,4,,,,,,,,,,,
28,148,64,3,26,2373,4,,,,,,,,,,,
15,164,47,1,43,2556,4,,,,,,,,,,,
24,132,64,3,38,2676,4,,,,,,,,,,,
15,152,58,3,31,2317,4,,,,,,,,,,,
17,163,44,1,23,2451,4,,,,,,,,,,,
33,148,35,2,49,2260,4,,,,,,,,,,,
26,145,62,3,47,2342,4,,,,,,,,,,,
18,143,59,1,46,2336,4,,,,,,,,,,,
34,151,55,2,31,2651,4,,,,,,,,,,,
29,136,37,2,37,2125,4,,,,,,,,,,,
25,195,80,2,20,2135,4,,,,,,,,,,,
20,150,57,1,48,2572,4,,,,,,,,,,,
19,132,47,2,44,2364,4,,,,,,,,,,,
25,195,35,2,35,2317,4,,,,,,,,,,,
32,151,24,1,42,2688,4,,,,,,,,,,,
35,192,19,1,28,2498,4,,,,,,,,,,,
26,186,23,2,41,2092,4,,,,,,,,,,,
31,170,47,3,46,2531,4,,,,,,,,,,,
29,136,78,1,39,2252,4,,,,,,,,,,,
32,199,28,2,20,2091,4,,,,,,,,,,,
14,178,70,2,43,2339,4,,,,,,,,,,,
29,182,75,3,24,2195,4,,,,,,,,,,,
13,127,39,2,23,2207,4,,,,,,,,,,,
16,174,26,2,48,2392,4,,,,,,,,,,,
26,192,61,3,42,2406,4,,,,,,,,,,,
17,126,43,3,36,2347,4,,,,,,,,,,,
25,169,55,1,33,2137,4,,,,,,,,,,,
27,144,31,3,28,2354,4,,,,,,,,,,,
17,150,15,1,23,2362,4,,,,,,,,,,,
35,157,60,3,28,2578,4,,,,,,,,,,,
19,162,46,3,45,2137,4,,,,,,,,,,,
16,188,78,3,45,2566,4,,,,,,,,,,,
28,144,73,3,48,2225,4,,,,,,,,,,,
29,192,54,2,44,2539,4,,,,,,,,,,,
33,185,37,1,29,2313,4,,,,,,,,,,,
24,170,51,2,22,2186,4,,,,,,,,,,,
16,155,37,2,49,2492,4,,,,,,,,,,,
15,134,73,3,28,2136,4,,,,,,,,,,,
15,193,41,3,27,2327,4,,,,,,,,,,,
29,167,69,1,37,2323,4,,,,,,,,,,,
31,194,51,2,32,2663,4,,,,,,,,,,,
21,162,42,3,49,2632,4,,,,,,,,,,,
27,196,80,3,44,2603,4,,,,,,,,,,,
34,129,46,1,40,2130,4,,,,,,,,,,,
33,189,23,1,50,2602,4,,,,,,,,,,,
30,175,10,3,21,2700,4,,,,,,,,,,,
28,143,38,2,36,2568,4,,,,,,,,,,,
21,177,33,1,27,2654,4,,,,,,,,,,,
18,158,66,3,49,2614,4,,,,,,,,,,,
33,151,28,3,48,2635,4,,,,,,,,,,,
29,181,22,3,36,2445,4,,,,,,,,,,,
16,195,67,3,49,2474,4,,,,,,,,,,,
34,148,16,3,25,2237,4,,,,,,,,,,,
22,164,29,1,24,2382,4,,,,,,,,,,,
18,174,42,2,25,2472,4,,,,,,,,,,,
35,139,26,1,23,2241,4,,,,,,,,,,,
26,135,28,3,20,2470,4,,,,,,,,,,,
32,164,43,2,50,2472,4,,,,,,,,,,,
20,131,37,2,33,2438,4,,,,,,,,,,,
13,133,61,2,50,2495,4,,,,,,,,,,,
23,193,56,2,39,2487,4,,,,,,,,,,,
26,168,50,1,37,2381,4,,,,,,,,,,,
19,187,14,2,46,2405,4,,,,,,,,,,,
17,127,11,3,47,2072,4,,,,,,,,,,,
27,138,25,1,36,2616,4,,,,,,,,,,,
35,180,11,2,38,2114,4,,,,,,,,,,,
25,156,26,3,41,2051,4,,,,,,,,,,,
19,192,55,2,41,2489,4,,,,,,,,,,,
18,130,39,2,28,2400,4,,,,,,,,,,,
28,143,74,2,26,2094,4,,,,,,,,,,,
24,156,76,1,42,2253,4,,,,,,,,,,,
23,189,74,1,46,2211,4,,,,,,,,,,,
19,191,38,1,29,2235,4,,,,,,,,,,,
20,130,59,2,40,2487,4,,,,,,,,,,,
15,176,69,1,40,2524,4,,,,,,,,,,,
31,168,67,1,41,2278,4,,,,,,,,,,,
15,191,73,1,46,2185,4,,,,,,,,,,,
22,155,72,3,32,2076,4,,,,,,,,,,,
19,200,30,2,40,2346,4,,,,,,,,,,,
24,181,77,3,35,2474,4,,,,,,,,,,,
30,196,51,1,21,2565,4,,,,,,,,,,,
16,130,52,1,47,2233,4,,,,,,,,,,,
33,164,30,1,49,2024,4,,,,,,,,,,,
14,147,56,2,30,2408,4,,,,,,,,,,,
20,189,51,1,49,2382,4,,,,,,,,,,,
16,125,24,1,24,2085,4,,,,,,,,,,,
34,153,22,1,20,2326,4,,,,,,,,,,,
27,130,58,3,43,2011,4,,,,,,,,,,,
26,198,61,2,33,2640,4,,,,,,,,,,,
19,133,56,2,32,2382,4,,,,,,,,,,,
35,192,23,2,21,2116,4,,,,,,,,,,,
15,128,30,2,25,2697,4,,,,,,,,,,,
27,172,29,2,44,2420,4,,,,,,,,,,,
13,161,61,3,29,2042,4,,,,,,,,,,,
16,128,50,3,26,2192,4,,,,,,,,,,,
28,178,26,3,21,2438,4,,,,,,,,,,,
25,173,35,3,29,2101,4,,,,,,,,,,,
33,191,41,2,33,2232,4,,,,,,,,,,,
13,167,48,2,48,2252,4,,,,,,,,,,,
15,183,14,3,23,2406,4,,,,,,,,,,,
34,144,59,1,48,2447,4,,,,,,,,,,,
21,185,45,2,24,2152,4,,,,,,,,,,,
32,191,17,1,44,2409,4,,,,,,,,,,,
14,172,35,3,29,2501,4,,,,,,,,,,,
19,197,64,2,49,2142,4,,,,,,,,,,,
28,128,72,1,35,2129,4,,,,,,,,,,,
28,127,37,1,46,2327,4,,,,,,,,,,,
26,163,24,3,34,2214,4,,,,,,,,,,,
30,194,41,1,50,2320,4,,,,,,,,,,,
13,133,65,3,34,2113,4,,,,,,,,,,,
16,152,46,3,36,2457,4,,,,,,,,,,,
26,195,28,3,49,2652,4,,,,,,,,,,,
34,200,31,2,22,2248,4,,,,,,,,,,,
20,168,64,1,43,2237,4,,,,,,,,,,,
21,180,23,3,25,2500,4,,,,,,,,,,,
47,8,53,6,6,1460,5,,,,,,,,,,,
41,3,69,7,16,1390,5,,,,,,,,,,,
65,9,66,7,4,1394,5,,,,,,,,,,,
58,4,41,8,17,1378,5,,,,,,,,,,,
76,7,57,8,7,1358,5,,,,,,,,,,,
69,5,31,6,11,1350,5,,,,,,,,,,,
65,10,72,7,18,1577,5,,,,,,,,,,,
72,8,76,8,1,1382,5,,,,,,,,,,,
60,3,32,7,17,1521,5,,,,,,,,,,,
37,9,56,8,16,1380,5,,,,,,,,,,,
70,2,50,8,5,1432,5,,,,,,,,,,,
71,4,69,7,20,1571,5,,,,,,,,,,,
72,8,60,6,11,1464,5,,,,,,,,,,,
37,6,36,6,12,1393,5,,,,,,,,,,,
54,2,61,7,6,1564,5,,,,,,,,,,,
43,4,57,7,18,1550,5,,,,,,,,,,,
55,3,39,8,12,1600,5,,,,,,,,,,,
59,1,77,7,7,1452,5,,,,,,,,,,,
40,1,65,7,8,1404,5,,,,,,,,,,,
74,6,48,8,2,1385,5,,,,,,,,,,,
36,8,38,7,7,1555,5,,,,,,,,,,,
49,8,56,8,12,1422,5,,,,,,,,,,,
49,5,38,6,19,1588,5,,,,,,,,,,,
77,9,31,7,6,1415,5,,,,,,,,,,,
78,10,49,8,17,1459,5,,,,,,,,,,,
69,5,41,8,8,1469,5,,,,,,,,,,,
45,4,64,6,12,1515,5,,,,,,,,,,,
44,9,78,5,13,1443,5,,,,,,,,,,,
63,10,45,5,15,1482,5,,,,,,,,,,,
76,6,35,6,7,1568,5,,,,,,,,,,,
76,6,49,7,10,1412,5,,,,,,,,,,,
59,4,48,6,2,1412,5,,,,,,,,,,,
42,1,62,6,12,1379,5,,,,,,,,,,,
38,4,55,5,14,1434,5,,,,,,,,,,,
36,5,76,6,10,1572,5,,,,,,,,,,,
46,3,51,6,6,1565,5,,,,,,,,,,,
65,1,41,7,13,1574,5,,,,,,,,,,,
75,10,56,7,12,1528,5,,,,,,,,,,,
63,2,33,7,14,1565,5,,,,,,,,,,,
40,2,35,8,13,1561,5,,,,,,,,,,,
69,10,33,7,1,1406,5,,,,,,,,,,,
54,9,30,7,5,1380,5,,,,,,,,,,,
80,4,33,8,11,1555,5,,,,,,,,,,,
57,10,44,5,1,1565,5,,,,,,,,,,,
79,9,33,7,12,1386,5,,,,,,,,,,,
53,1,66,6,16,1451,5,,,,,,,,,,,
79,2,56,8,13,1529,5,,,,,,,,,,,
75,2,46,7,17,1552,5,,,,,,,,,,,
57,2,59,7,7,1577,5,,,,,,,,,,,
57,2,62,8,7,1480,5,,,,,,,,,,,
64,1,44,6,11,1529,5,,,,,,,,,,,
74,3,35,8,9,1574,5,,,,,,,,,,,
77,8,42,6,20,1505,5,,,,,,,,,,,
44,8,47,7,15,1406,5,,,,,,,,,,,
39,10,50,6,5,1356,5,,,,,,,,,,,
68,5,66,5,5,1485,5,,,,,,,,,,,
67,8,66,5,5,1427,5,,,,,,,,,,,
50,3,32,5,9,1367,5,,,,,,,,,,,
49,5,50,5,3,1488,5,,,,,,,,,,,
70,9,57,8,8,1407,5,,,,,,,,,,,
76,3,44,6,18,1584,5,,,,,,,,,,,
73,2,67,7,10,1570,5,,,,,,,,,,,
60,8,74,8,20,1583,5,,,,,,,,,,,
46,8,60,6,6,1379,5,,,,,,,,,,,
63,7,45,8,5,1461,5,,,,,,,,,,,
68,8,38,7,13,1542,5,,,,,,,,,,,
61,5,49,7,6,1381,5,,,,,,,,,,,
43,2,39,6,1,1439,5,,,,,,,,,,,
52,8,31,6,8,1517,5,,,,,,,,,,,
38,6,49,8,6,1391,5,,,,,,,,,,,
66,3,76,7,18,1575,5,,,,,,,,,,,
74,6,73,6,10,1355,5,,,,,,,,,,,
43,7,45,7,6,1400,5,,,,,,,,,,,
57,9,75,7,8,1565,5,,,,,,,,,,,
45,3,44,5,15,1502,5,,,,,,,,,,,
38,7,52,6,1,1443,5,,,,,,,,,,,
46,2,40,8,4,1509,5,,,,,,,,,,,
64,1,31,7,10,1583,5,,,,,,,,,,,
45,9,48,7,10,1426,5,,,,,,,,,,,
49,9,76,8,9,1477,5,,,,,,,,,,,
52,3,60,6,9,1556,5,,,,,,,,,,,
62,4,56,7,20,1352,5,,,,,,,,,,,
43,10,64,7,8,1521,5,,,,,,,,,,,
48,8,30,8,1,1358,5,,,,,,,,,,,
74,5,49,7,5,1496,5,,,,,,,,,,,
54,6,53,5,16,1413,5,,,,,,,,,,,
80,1,43,8,10,1584,5,,,,,,,,,,,
39,4,74,6,4,1499,5,,,,,,,,,,,
57,4,57,5,20,1545,5,,,,,,,,,,,
56,5,79,5,9,1390,5,,,,,,,,,,,
65,10,36,7,18,1528,5,,,,,,,,,,,
80,5,65,5,13,1385,5,,,,,,,,,,,
77,7,42,7,20,1577,5,,,,,,,,,,,
62,3,34,8,2,1474,5,,,,,,,,,,,
61,6,80,5,14,1400,5,,,,,,,,,,,
70,8,52,6,5,1384,5,,,,,,,,,,,
36,1,34,5,12,1572,5,,,,,,,,,,,
55,8,66,7,4,1373,5,,,,,,,,,,,
51,9,39,7,18,1591,5,,,,,,,,,,,
68,8,63,6,8,1571,5,,,,,,,,,,,
44,7,52,8,10,1483,5,,,,,,,,,,,
77,6,30,6,20,1412,5,,,,,,,,,,,
71,9,76,7,14,1431,5,,,,,,,,,,,
67,5,40,6,2,1525,5,,,,,,,,,,,
73,3,69,6,15,1583,5,,,,,,,,,,,
65,8,52,8,3,1463,5,,,,,,,,,,,
58,7,45,5,13,1468,5,,,,,,,,,,,
77,1,77,5,9,1487,5,,,,,,,,,,,
72,10,31,5,1,1539,5,,,,,,,,,,,
49,7,68,5,4,1395,5,,,,,,,,,,,
39,5,75,5,19,1378,5,,,,,,,,,,,
57,3,56,7,11,1462,5,,,,,,,,,,,
37,5,68,7,8,1432,5,,,,,,,,,,,
55,9,43,7,20,1473,5,,,,,,,,,,,
50,2,62,6,18,1463,5,,,,,,,,,,,
40,5,48,5,7,1564,5,,,,,,,,,,,
54,9,64,8,9,1440,5,,,,,,,,,,,
46,3,61,7,11,1574,5,,,,,,,,,,,
65,9,71,5,20,1385,5,,,,,,,,,,,
39,7,32,8,12,1484,5,,,,,,,,,,,
80,4,78,7,7,1400,5,,,,,,,,,,,
41,9,53,5,16,1397,5,,,,,,,,,,,
63,10,41,7,9,1403,5,,,,,,,,,,,
76,6,62,5,12,1468,5,,,,,,,,,,,
60,10,43,5,10,1393,5,,,,,,,,,,,
59,6,77,6,17,1469,5,,,,,,,,,,,
48,6,38,6,7,1355,5,,,,,,,,,,,
41,2,48,8,2,1528,5,,,,,,,,,,,
36,9,70,6,20,1461,5,,,,,,,,,,,
56,5,55,6,9,1386,5,,,,,,,,,,,
67,3,35,5,5,1510,5,,,,,,,,,,,
35,5,38,5,7,1351,5,,,,,,,,,,,
77,2,42,5,15,1526,5,,,,,,,,,,,
42,9,55,6,10,1464,5,,,,,,,,,,,
50,3,52,7,18,1521,5,,,,,,,,,,,
60,1,69,5,17,1469,5,,,,,,,,,,,
58,5,60,6,14,1493,5,,,,,,,,,,,
38,5,62,8,18,1354,5,,,,,,,,,,,
37,9,41,5,18,1384,5,,,,,,,,,,,
64,4,53,7,2,1380,5,,,,,,,,,,,
75,8,61,8,7,1400,5,,,,,,,,,,,
55,1,70,6,15,1378,5,,,,,,,,,,,
74,8,78,6,5,1398,5,,,,,,,,,,,
47,3,73,7,17,1350,5,,,,,,,,,,,
70,6,33,6,5,1473,5,,,,,,,,,,,
35,10,49,7,7,1448,5,,,,,,,,,,,
58,10,51,5,7,1588,5,,,,,,,,,,,
69,2,63,8,4,1458,5,,,,,,,,,,,
74,9,38,7,8,1477,5,,,,,,,,,,,
46,7,32,5,20,1383,5,,,,,,,,,,,
44,1,35,6,4,1491,5,,,,,,,,,,,
73,8,65,7,6,1436,5,,,,,,,,,,,
44,1,31,5,20,1564,5,,,,,,,,,,,
69,5,45,6,9,1515,5,,,,,,,,,,,
78,9,43,7,6,1496,5,,,,,,,,,,,
57,2,65,8,6,1537,5,,,,,,,,,,,
45,9,42,7,10,1557,5,,,,,,,,,,,
59,8,38,5,13,1583,5,,,,,,,,,,,
60,1,69,7,5,1411,5,,,,,,,,,,,
48,10,37,5,6,1440,5,,,,,,,,,,,
71,9,51,7,20,1388,5,,,,,,,,,,,
63,7,50,7,12,1573,5,,,,,,,,,,,
67,4,58,7,3,1553,5,,,,,,,,,,,
42,2,73,5,19,1448,5,,,,,,,,,,,
77,7,31,5,9,1510,5,,,,,,,,,,,
75,8,54,5,6,1541,5,,,,,,,,,,,
51,6,38,8,20,1496,5,,,,,,,,,,,
35,8,68,8,5,1460,5,,,,,,,,,,,
61,3,44,5,3,1508,5,,,,,,,,,,,
69,8,33,7,2,1435,5,,,,,,,,,,,
67,4,56,7,11,1406,5,,,,,,,,,,,
56,9,41,7,12,1396,5,,,,,,,,,,,
74,8,44,5,18,1540,5,,,,,,,,,,,
69,2,67,7,7,1425,5,,,,,,,,,,,
47,8,41,6,16,1515,5,,,,,,,,,,,
38,2,80,8,20,1394,5,,,,,,,,,,,
67,4,37,6,7,1483,5,,,,,,,,,,,
69,6,78,8,5,1503,5,,,,,,,,,,,
55,7,70,7,10,1531,5,,,,,,,,,,,
72,2,66,6,10,1586,5,,,,,,,,,,,
60,9,37,5,6,1409,5,,,,,,,,,,,
56,1,41,5,15,1588,5,,,,,,,,,,,
80,10,44,5,6,1527,5,,,,,,,,,,,
64,4,46,7,1,1593,5,,,,,,,,,,,
74,1,65,7,4,1563,5,,,,,,,,,,,
79,9,46,5,1,1576,5,,,,,,,,,,,
73,5,79,7,9,1396,5,,,,,,,,,,,
50,3,69,6,9,1440,5,,,,,,,,,,,
50,1,60,6,8,1515,5,,,,,,,,,,,
38,5,60,7,6,1450,5,,,,,,,,,,,
46,6,30,6,12,1391,5,,,,,,,,,,,
61,3,79,7,1,1536,5,,,,,,,,,,,
54,5,33,6,14,1445,5,,,,,,,,,,,
66,10,33,6,8,1575,5,,,,,,,,,,,
66,3,53,8,20,1458,5,,,,,,,,,,,
37,4,55,8,17,1495,5,,,,,,,,,,,
61,2,71,6,9,1565,5,,,,,,,,,,,
61,7,39,5,12,1385,5,,,,,,,,,,,
38,5,47,5,11,1460,5,,,,,,,,,,,
60,10,64,8,7,1535,5,,,,,,,,,,,
60,2,50,7,19,1389,5,,,,,,,,,,,
37,7,36,8,7,1521,5,,,,,,,,,,,
70,2,68,7,13,1393,5,,,,,,,,,,,
65,4,53,7,14,1367,5,,,,,,,,,,,
35,9,45,7,11,1498,5,,,,,,,,,,,
61,8,38,6,2,1454,5,,,,,,,,,,,
48,6,68,6,18,1507,5,,,,,,,,,,,
78,3,42,8,2,1530,5,,,,,,,,,,,
74,3,34,7,7,1369,5,,,,,,,,,,,
69,5,45,6,16,1511,5,,,,,,,,,,,
48,4,47,7,8,1419,5,,,,,,,,,,,
40,10,52,8,4,1406,5,,,,,,,,,,,
44,10,48,6,19,1424,5,,,,,,,,,,,
73,8,65,6,11,1406,5,,,,,,,,,,,
74,7,75,8,12,1367,5,,,,,,,,,,,
70,2,34,8,15,1452,5,,,,,,,,,,,
58,3,63,7,7,1459,5,,,,,,,,,,,
40,2,58,5,5,1513,5,,,,,,,,,,,
43,2,36,8,6,1570,5,,,,,,,,,,,
79,2,30,5,10,1598,5,,,,,,,,,,,
61,1,64,6,18,1388,5,,,,,,,,,,,
59,6,67,8,18,1488,5,,,,,,,,,,,
38,9,36,7,7,1465,5,,,,,,,,,,,
66,8,32,8,19,1564,5,,,,,,,,,,,
62,9,66,8,1,1497,5,,,,,,,,,,,
69,2,38,7,3,1490,5,,,,,,,,,,,
73,9,62,8,11,1572,5,,,,,,,,,,,
69,7,36,7,18,1411,5,,,,,,,,,,,
71,7,64,7,7,1583,5,,,,,,,,,,,
64,5,41,7,4,1556,5,,,,,,,,,,,
38,7,79,7,14,1431,5,,,,,,,,,,,
68,5,48,8,14,1401,5,,,,,,,,,,,
71,9,44,5,1,1500,5,,,,,,,,,,,
53,7,32,7,18,1542,5,,,,,,,,,,,
76,3,59,7,14,1394,5,,,,,,,,,,,
76,6,50,5,4,1583,5,,,,,,,,,,,
36,3,79,8,20,1580,5,,,,,,,,,,,
49,1,64,6,17,1465,5,,,,,,,,,,,
74,8,58,5,19,1395,5,,,,,,,,,,,
50,3,36,8,8,1515,5,,,,,,,,,,,
40,3,56,5,13,1412,5,,,,,,,,,,,
44,9,66,5,5,1368,5,,,,,,,,,,,
39,7,32,5,14,1502,5,,,,,,,,,,,
70,5,31,8,3,1401,5,,,,,,,,,,,
43,6,42,8,13,1398,5,,,,,,,,,,,
41,3,69,5,17,1446,5,,,,,,,,,,,
56,10,57,5,15,1520,5,,,,,,,,,,,
44,7,66,7,16,1436,5,,,,,,,,,,,
44,8,70,6,8,1437,5,,,,,,,,,,,
64,10,37,7,8,1552,5,,,,,,,,,,,
56,4,76,8,20,1430,5,,,,,,,,,,,
53,4,35,6,20,1570,5,,,,,,,,,,,
41,4,31,8,9,1447,5,,,,,,,,,,,
56,9,52,6,16,1382,5,,,,,,,,,,,
49,7,68,8,14,1451,5,,,,,,,,,,,
36,10,75,7,16,1499,5,,,,,,,,,,,
76,8,44,6,10,1430,5,,,,,,,,,,,
63,4,63,8,5,1418,5,,,,,,,,,,,
53,1,36,6,19,1411,5,,,,,,,,,,,
62,10,55,6,16,1570,5,,,,,,,,,,,
80,4,51,5,5,1372,5,,,,,,,,,,,
56,4,33,5,1,1526,5,,,,,,,,,,,
64,2,38,7,17,1488,5,,,,,,,,,,,
41,1,46,8,3,1569,5,,,,,,,,,,,
59,5,43,8,7,1521,5,,,,,,,,,,,
70,9,80,5,19,1548,5,,,,,,,,,,,
40,7,46,8,2,1407,5,,,,,,,,,,,
35,1,62,7,5,1423,5,,,,,,,,,,,
60,3,62,6,12,1419,5,,,,,,,,,,,
62,5,44,6,17,1396,5,,,,,,,,,,,
63,6,52,7,19,1488,5,,,,,,,,,,,
51,1,68,6,1,1519,5,,,,,,,,,,,
61,10,39,6,17,1407,5,,,,,,,,,,,
48,7,66,5,7,1507,5,,,,,,,,,,,
47,5,45,5,8,1373,5,,,,,,,,,,,
74,3,80,6,1,1407,5,,,,,,,,,,,
41,3,56,8,4,1552,5,,,,,,,,,,,
78,2,55,5,10,1409,5,,,,,,,,,,,
47,6,60,8,3,1478,5,,,,,,,,,,,
45,6,46,7,15,1580,5,,,,,,,,,,,
38,6,41,6,11,1582,5,,,,,,,,,,,
39,5,54,5,3,1479,5,,,,,,,,,,,
60,9,33,6,6,1407,5,,,,,,,,,,,
71,1,66,7,9,1420,5,,,,,,,,,,,
52,10,57,7,11,1350,5,,,,,,,,,,,
71,9,36,7,15,1547,5,,,,,,,,,,,
52,8,74,7,14,1386,5,,,,,,,,,,,
66,4,41,5,13,1570,5,,,,,,,,,,,
42,7,36,8,2,1376,5,,,,,,,,,,,
76,3,73,6,14,1469,5,,,,,,,,,,,
68,10,57,5,7,1394,5,,,,,,,,,,,
73,10,70,6,16,1525,5,,,,,,,,,,,
46,9,55,6,2,1552,5,,,,,,,,,,,
72,2,50,7,1,1398,5,,,,,,,,,,,
74,1,53,6,8,1402,5,,,,,,,,,,,
39,3,54,6,6,1485,5,,,,,,,,,,,
67,8,46,5,18,1584,5,,,,,,,,,,,
66,5,76,8,8,1540,5,,,,,,,,,,,
62,6,72,7,1,1544,5,,,,,,,,,,,
80,1,76,5,13,1512,5,,,,,,,,,,,
55,8,47,6,14,1427,5,,,,,,,,,,,
53,6,54,7,19,1558,5,,,,,,,,,,,
79,10,35,5,6,1451,5,,,,,,,,,,,
49,8,52,6,10,1527,5,,,,,,,,,,,
50,7,54,6,3,1548,5,,,,,,,,,,,
43,2,47,6,13,1583,5,,,,,,,,,,,
77,3,53,7,17,1413,5,,,,,,,,,,,
47,3,40,7,1,1499,5,,,,,,,,,,,
78,5,38,8,1,1378,5,,,,,,,,,,,
59,6,71,5,18,1412,5,,,,,,,,,,,
63,7,35,5,18,1598,5,,,,,,,,,,,
52,1,57,5,7,1553,5,,,,,,,,,,,
41,10,33,5,18,1354,5,,,,,,,,,,,
48,5,49,5,13,1552,5,,,,,,,,,,,
63,5,64,5,13,1562,5,,,,,,,,,,,
35,8,42,6,15,1448,5,,,,,,,,,,,
39,7,60,5,15,1478,5,,,,,,,,,,,
41,2,65,7,4,1492,5,,,,,,,,,,,
64,2,47,8,1,1597,5,,,,,,,,,,,
36,4,53,8,20,1407,5,,,,,,,,,,,
76,9,66,7,9,1439,5,,,,,,,,,,,
79,2,52,7,4,1378,5,,,,,,,,,,,
57,8,38,7,4,1478,5,,,,,,,,,,,
50,3,74,8,8,1460,5,,,,,,,,,,,
59,8,60,5,7,1505,5,,,,,,,,,,,
63,10,72,6,6,1530,5,,,,,,,,,,,
